category	path	blob_oid	size_bytes	evidence	reason
3	tmp/compressor_flow_boundary_001/compressor_flow_boundary_001.mat	5860719cb58e5a5b0b91bd7c4f3fc9de86922713	721	✅ 不在第1/2类；❓删除仍待人工确认	旧 final_dynamic 边界诊断的临时模型/结果；只证明重启前故障现象，不是新基线依赖。
3	tmp/compressor_flow_boundary_001/final_dynamic_24a_audit_001.slx	b485901ff252861a19fdcfefd7be66d4ee4e50f9	660489	✅ 不在第1/2类；❓删除仍待人工确认	旧 final_dynamic 边界诊断的临时模型/结果；只证明重启前故障现象，不是新基线依赖。
3	tmp/pdfs/compressor_program_layout.txt	eeff702ae80ca95bdc1f4879ce79c3ad3a6e415e	167607	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p13.png	2d30d5559b56e8cde715a03c1f8db389993c24e6	184552	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p14.png	c1314a773621a33841e20986b881086e2e5197f4	196608	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p15.png	33c3ebd3417c1f01417bfec5a55292de95e36123	220689	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p16.png	89ada201cd3e4d7c70e455fa0e13867ebea79373	197097	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p17.png	42779eb69f3a9f472cc526f3c0a5c66881f5d866	34852	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p18.png	1c6206d26d484f3e9c9b43d8519d8f57caa0a91e	166495	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p19.png	666acb61cb6aa7f94c7cfdb79052a21a9e30f62c	206042	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p20.png	768cea49bc1f0499d1dc59b637663cf349f7913e	234347	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p21.png	00709786f23b76481f17fd4b2b7b95afa84e33a6	186833	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p22.png	62eb3a275940abcdc848d68607ebafc68ffd7c3d	198650	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p23.png	d2b96f1e24c5288672f8af7030849421b133f3df	67963	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p24.png	a551aa690d167e41377934f979add9e7cd21a4fc	157703	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p25.png	f908702f5331326c00751c5320fbd67801c3d995	127660	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p26.png	f3d6f1ce272c5372939fcaaeb1f78eada447546a	124070	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p27.png	b2bbe12486c78495dc0fcba2d4c4d27d5d9e3afa	129034	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p28.png	eea421e708a8e127f577cb79190a528f049c53d2	82888	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p29.png	9b993bc9977e6a49d5ee58b7b1524361d948c043	156426	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p30.png	d3b629019d82cd9dc5c862e65332eb3c9248de0f	149657	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p31.png	93bcd91b721201ba9d5b7edfad85d51bf7a092f9	155100	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p32.png	beda73443c3571e3780fa3af855b3c1c91e1837b	153226	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p33.png	737f9ddd44bbbd7e0ef1b60750b2933217db4434	105881	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/cr182263-p34.png	f79b259a6656d41904da8f466e3e9336a792ceec	157632	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-fig34-11.png	cfc3384ce366df99c1ff0dbdb814ceb96f8a73ef	166234	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-fig34-12.png	84c154f99e5913edc2afbbb2efa7d61ad647a238	126668	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-fig34b-15.png	dfa092245154f0928286d21d530dc3a16a162520	122102	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-fig34b-16.png	7e59fde2f70b52fccd6d4183dd6acb0d0228f89b	141016	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-fig34c-13.png	fc6d599e8e772cff2f2122d8c46f5383196ea55b	169767	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-fig34c-14.png	174a2a0a027c575821a0f02af51fdaf65d2ead7b	210864	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-16.png	bbe85407bfe5b3b18e46b97e360358d313b15cd0	105805	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-17.png	32675b9b4bd1ccb665a14e2a98bdf5028ef30e5a	99232	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-18.png	0ed798ceaa5afc3a8087a2ca8f14496f76efed87	101825	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-19.png	a825b644c00ac1f8dda7529b79f4d7ebae948b4c	90920	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-20.png	920e7594b42387e78cf065e28353caa7f635d680	90202	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-21.png	96e0eebca5f5959ae805125e02193407f0139312	101086	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/nasa-sample-output-22.png	f1d669dfa35d8746a57f4cd3c9fe506758cac8c2	41113	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tm-x-2269.txt	5ec3f6b3d1a4875365ce554362de09e214d34c9e	43460	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-01.png	e188603ea42ffad285878d2f2fdbefcd5f6af1fd	640477	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-02.png	adf329bc87d69d6a85cbd27529a2956f8c49a2eb	79141	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-03.png	1932527e12250d67501cc9b1e287b18a077ff8b7	108406	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-04.png	c6a0e4cf71cf5d71592daf491c9c4414a5333a2e	128053	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-05.png	88f518aa1d13f74d9aab2536074f8920c8215d0f	88875	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-06.png	f7ccdc23df214539d9f46cd500dd0efdd9d7b0e3	92360	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-07.png	ad4be10dc833278bee2350d55846abe4244ce208	78024	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-08.png	7de6632716f46cee32e59f7bb55fd823f8820960	98870	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-09.png	54663fe9ab6b3feb4caed3038793202507c7a471	189866	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-10.png	7ff313f6510b7562aa2ff5e15d24ca1f03da4e68	117161	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-11.png	58f737d392945ba31692e5102a7cb58d78495bc1	61669	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-12.png	c07072052e0788bcdb8ca85d2c74d48b01d9d98e	98599	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-13.png	0c50430fedda437db368dac4de417ace3111dbb3	141370	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-14.png	5b768e59342ce3bbdc5b062bda0fd0e1ebd57380	89424	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-15.png	8ed357cb6dbac4be6dfa29718aa6a5fadd7ad7ab	66759	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-16.png	8fcae0014a85721954f806ca5c33db9eaefbebff	99237	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-17.png	a4fbabfa9ea32fc9304835b49a9c0b3ac30a3b2e	82209	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-18.png	f14311db96f6c73a3b36539d8530b792dffb5381	125253	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-19.png	ecc48bf8c11d21130a99968261fbfcd955ed2465	45745	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-20.png	dced8b917d75470e000176ccc67d6a59eac2b434	109770	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-21.png	28802bd91506b131acb521ec1c651dc982949e40	93129	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-22.png	d782d453d5ee43baa41e8c74a555f8d5c943fd03	63327	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tmx2269-page-23.png	3908352ba53ce8c07ef42416f0e6bf71a8a19d5a	851728	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tn-d-5761.txt	a2d723f9664fcf2d80a8417e3c8cf85bc7fbfefc	67639	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/tn-d-6640.txt	dbffbf9a84f3987ec8db92443b4d200512a432cd	53028	✅ 不在第1/2类；❓删除仍待人工确认	参考报告的临时页面/OCR/版面提取；对应原始 PDF 或正式溯源材料已保留，模型不引用。
3	tmp/pdfs/xuchi-fig53-095.png	dee51febfbd41e9cf6b683e198994db8046c047d	543063	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-080.jpg	79a96c464aa88cf128ba9f709a9e784af7fd628c	124589	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-080.txt	082f5491b99f981a3ccdabbd10c5fad76733a5d4	807	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-081.jpg	cd5de9973da86636dff6c79021822bc8ba406a39	113564	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-081.txt	a55bdec3d91a3545c47971c3e6b5c1ffd8dfb1e2	747	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-082.jpg	2d67ae8e2ba7b03a062cdf58b363816846a44a2b	156842	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-082.txt	423223d0c0f605e37f21c8ab0794a49c02341ea4	1139	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-083.jpg	4ffca972b9cf8791dc40406025576e1db081bc63	78920	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-083.txt	001cbecb84bd39f258156f290f70fb3ced56bbf0	581	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-084.jpg	6aba3153a82e28ee990317b13cb66558995c8c8a	117610	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-084.txt	c6a5776f19b0f3d27156f58d54f4a67d767230c9	695	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-085.jpg	b0f0710c6127f6d737d4775c70044183e5f4a231	127279	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-085.txt	aa8610b9f1a8a653fe4c5a03461bc2890d70b06c	822	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-086.jpg	49155f237680e9724339a211c10116b377e0889f	102366	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-086.txt	a34f14669e05560604ff43344fadf85475a286f6	731	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-087.jpg	0a9dd469bf8c95fecd7b64a6e031c542c762e90e	116272	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-087.txt	2da5b1056b01993408e1d2e200ed4a297ed17de1	787	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-088.jpg	f46956f412510ccda56e3898b33ccfb8a3ec0f29	159248	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-088.txt	92354879bfe3d02d8b390239796b67e465bf72f6	1329	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-089.jpg	cb87a92032389c85fbd53b8a4377ce92ec4ac268	112764	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-089.txt	208e4687f6be6e28f92b87d51a410a0b5b28a374	888	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-090.jpg	1a28d62ac1f46c13a203ffa1b74979a72bb610cf	170021	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-090.txt	6c649ff2346ecd5965fcec8d02329d6425d1ff9f	1155	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-091.jpg	3a3500ba9a9b8c56d7063bc4ae1fc4696c44c71c	171200	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-091.txt	c6fd55fa8689051f669c94620272a397bd3c8b1c	1245	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-092.jpg	0b6581083d1382bb2718329ca4c7388a8e33ce2e	161461	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-092.txt	f1278dd7609ce6b9e411c22ba8a4991981fb8c0a	1169	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-093.jpg	040bb60138dc412b1e179a9cb1ed6a180dfaa944	147655	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-093.txt	6f0b76c23d6ee42844dfb9f0c60e2e04f62d7a96	935	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-094.jpg	4c394eaf51690b36eea83ad6362fc547b6260dd4	90979	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-094.txt	43caf209438db03f4ac1a5a8b7651477f9852234	400	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-095.jpg	eb68e0cf3ff16670a809d2b18fcc9b8d0a5bb19f	117424	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-095.txt	c7ac80cfcc1e09fc60c2c50f633838948e41f801	739	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-096.jpg	9beb92f895219e97429c338ab25457038e252596	91546	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-096.txt	dbe303200962061b6caa0f234550e7f146c465c7	327	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-097.jpg	504ce60d585a4f376ce952196a5cd68bf3c7a80d	127607	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-097.txt	18392f75774929b648a54d25d8d1526e245989ea	852	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-098.jpg	0b57e7e377ffd4d97553d7626edee079de822a73	99458	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
3	tmp/pdfs/xuchi-page-098.txt	9decdc07f415325d8a965c5aaed25e429d2402db	483	✅ 不在第1/2类；❓删除仍待人工确认	论文页图/OCR 临时提取件；不被模型加载。注意归档树中缺少论文原始 PDF，删除前必须先确认这些派生件已由保留的文字提取或补回的 PDF 覆盖。
